Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,27/05/2025,07:03,27/05/2025,08:15,01:12,WP13
102,27/05/2025,19:21,27/05/2025,20:33,01:12,WP10
103,27/05/2025,16:06,27/05/2025,17:42,01:36,WP15
104,27/05/2025,08:44,27/05/2025,09:20,00:36,WP8
105,27/05/2025,22:56,28/05/2025,04:56,06:00,WP20
106,27/05/2025,05:31,27/05/2025,16:31,11:00,"WP12, WP21, WP21, WP4"
107,27/05/2025,23:19,27/05/2025,23:55,00:36,WP11
108,27/05/2025,00:42,27/05/2025,08:18,07:36,"WP17, WP10, WP22, WP7, WP8"
109,27/05/2025,15:42,27/05/2025,17:42,02:00,"WP5, WP14"
110,27/05/2025,18:06,28/05/2025,04:06,10:00,"WP24, WP22, WP18"
111,27/05/2025,09:58,27/05/2025,16:46,06:48,"WP2, WP24, WP3"
112,27/05/2025,03:19,27/05/2025,04:31,01:12,WP9
113,27/05/2025,07:02,27/05/2025,10:38,03:36,"WP18, WP14, WP1"
114,27/05/2025,19:47,28/05/2025,03:59,08:12,"WP16, WP11, WP23"
115,27/05/2025,21:06,28/05/2025,04:18,07:12,"WP14, WP14, WP24"
116,27/05/2025,06:48,27/05/2025,14:36,07:48,"WP19, WP7"
117,27/05/2025,02:05,27/05/2025,03:17,01:12,"WP4, WP6"
118,27/05/2025,10:28,27/05/2025,15:16,04:48,WP21
119,27/05/2025,11:51,28/05/2025,00:15,12:24,"WP1, WP19, WP14, WP13, WP3, WP1"
120,27/05/2025,14:01,27/05/2025,14:37,00:36,WP7
