Aircraft (A/C) Serial Number,A/C Landing Date,A/C Landing Time,A/C departure Date,A/C departure Time,Turn Around Time,Work that needs to be carried out
101,12/05/2025,12:16,12/05/2025,18:16,06:00,WP20
102,12/05/2025,04:07,12/05/2025,10:31,06:24,"WP18, WP24"
103,12/05/2025,23:51,13/05/2025,07:15,07:24,"WP12, WP23, WP7"
104,12/05/2025,17:37,13/05/2025,00:01,06:24,"WP21, WP15"
105,12/05/2025,21:09,12/05/2025,21:45,00:36,WP6
106,12/05/2025,15:22,13/05/2025,02:58,11:36,"WP9, WP20, WP22, WP2"
107,12/05/2025,22:05,13/05/2025,12:05,14:00,"WP19, WP5, WP23"
108,12/05/2025,04:43,12/05/2025,18:19,13:36,"WP5, WP17, WP3, WP3, WP10, WP24, WP18, WP14"
109,12/05/2025,05:06,12/05/2025,13:30,08:24,"WP15, WP23, WP5"
110,12/05/2025,10:18,12/05/2025,11:42,01:24,"WP11, WP2"
111,12/05/2025,03:14,12/05/2025,08:02,04:48,WP24
112,12/05/2025,11:50,12/05/2025,13:38,01:48,"WP14, WP8"
113,12/05/2025,10:50,12/05/2025,19:14,08:24,"WP3, WP15, WP2, WP21"
114,12/05/2025,14:49,12/05/2025,16:37,01:48,"WP13, WP7"
115,12/05/2025,13:56,12/05/2025,17:32,03:36,WP22
116,12/05/2025,07:59,12/05/2025,08:35,00:36,WP4
117,12/05/2025,00:38,12/05/2025,01:14,00:36,WP7
118,12/05/2025,12:36,12/05/2025,14:12,01:36,WP16
119,12/05/2025,16:08,12/05/2025,18:44,02:36,"WP2, WP6, WP10"
120,12/05/2025,08:21,12/05/2025,09:09,00:48,WP1
